6 25 {}
6 29 {}
6 32 {}
6 33 {}
6 34 {}
6 35 {}
6 36 {}
6 37 {}
6 38 {}
6 45 {}
6 46 {}
6 47 {}
6 50 {}
6 55 {}
6 56 {}
6 57 {}
6 58 {}
6 60 {}
6 61 {}
6 62 {}
6 63 {}
6 64 {}
6 72 {}
6 85 {}
6 93 {}
6 94 {}
7 8 {}
7 10 {}
7 11 {}
7 13 {}
7 22 {}
7 23 {}
7 27 {}
7 28 {}
7 30 {}
7 33 {}
7 37 {}
7 41 {}
7 45 {}
7 46 {}
7 53 {}
7 56 {}
7 65 {}
7 72 {}
7 77 {}
7 78 {}
7 79 {}
7 83 {}
7 93 {}
7 97 {}
8 13 {}
8 24 {}
8 26 {}
8 29 {}
8 32 {}
8 36 {}
8 42 {}
8 47 {}
8 52 {}
8 54 {}
8 57 {}
8 59 {}
8 65 {}
8 69 {}
8 70 {}
8 75 {}
8 79 {}
8 88 {}
8 93 {}
9 12 {}
9 41 {}
9 44 {}
9 46 {}
9 53 {}
9 59 {}
9 60 {}
9 73 {}
9 89 {}
10 21 {}
10 26 {}
10 44 {}
10 52 {}
10 59 {}
10 71 {}
10 80 {}
10 82 {}
10 99 {}
11 13 {}
11 28 {}
11 36 {}
11 37 {}
11 46 {}
11 49 {}
11 81 {}
11 89 {}
11 96 {}
12 18 {}
12 23 {}
12 32 {}
12 66 {}
12 67 {}
12 71 {}
12 80 {}
12 84 {}
12 89 {}
12 95 {}
12 97 {}
13 14 {}
13 15 {}
13 25 {}
13 26 {}
13 28 {}
13 37 {}
13 45 {}
13 51 {}
13 63 {}
13 72 {}
13 75 {}
13 95 {}
14 22 {}
14 33 {}
14 34 {}
14 37 {}
14 70 {}
14 74 {}
14 77 {}
14 90 {}
14 99 {}
15 19 {}
15 20 {}
15 21 {}
15 22 {}
15 24 {}
15 36 {}
15 39 {}
15 40 {}
15 51 {}
15 54 {}
15 58 {}
15 64 {}
15 78 {}
15 97 {}
16 17 {}
16 18 {}
16 20 {}
16 63 {}
17 26 {}
17 27 {}
17 42 {}
18 20 {}
18 30 {}
18 31 {}
18 38 {}
18 44 {}
18 52 {}
18 76 {}
18 92 {}
19 39 {}
19 40 {}
19 42 {}
19 43 {}
19 81 {}
20 31 {}
20 68 {}
21 27 {}
21 31 {}
21 32 {}
21 48 {}
21 63 {}
22 35 {}
23 47 {}
23 54 {}
23 55 {}
23 57 {}
24 34 {}
24 61 {}
24 91 {}
25 43 {}
25 55 {}
25 71 {}
25 99 {}
27 29 {}
27 77 {}
27 95 {}
28 35 {}
28 97 {}
29 36 {}
29 61 {}
29 65 {}
29 78 {}
30 31 {}
30 38 {}
32 38 {}
32 48 {}
32 49 {}
32 75 {}
32 84 {}
32 89 {}
32 92 {}
33 42 {}
33 56 {}
33 62 {}
33 66 {}
33 74 {}
33 83 {}
34 41 {}
34 61 {}
34 68 {}
34 73 {}
34 85 {}
36 50 {}
36 58 {}
36 69 {}
37 49 {}
37 72 {}
37 96 {}
38 46 {}
38 48 {}
38 49 {}
38 62 {}
38 87 {}
38 92 {}
38 94 {}
39 40 {}
39 42 {}
39 54 {}
40 67 {}
40 84 {}
40 86 {}
41 53 {}
41 58 {}
41 73 {}
41 91 {}
41 95 {}
42 59 {}
44 52 {}
44 59 {}
44 60 {}
44 71 {}
44 80 {}
44 82 {}
45 84 {}
46 81 {}
47 66 {}
47 70 {}
47 74 {}
48 49 {}
48 87 {}
50 62 {}
50 76 {}
52 69 {}
52 87 {}
52 93 {}
52 98 {}
53 73 {}
53 88 {}
53 91 {}
54 69 {}
55 85 {}
55 94 {}
56 94 {}
57 74 {}
58 64 {}
58 68 {}
58 73 {}
58 85 {}
59 82 {}
59 90 {}
60 74 {}
64 67 {}
64 86 {}
65 78 {}
65 79 {}
66 67 {}
66 70 {}
66 86 {}
67 86 {}
67 88 {}
68 76 {}
69 87 {}
70 98 {}
71 80 {}
71 83 {}
71 84 {}
71 92 {}
71 96 {}
72 85 {}
72 90 {}
73 91 {}
75 90 {}
75 91 {}
82 98 {}
83 96 {}
84 89 {}
92 99 {}
98 99 {}
